"	date",id_station,id_parameter,value,unit
01/01/11,ACO,SO2,1,1
01/01/11,ATI,SO2,2,1
01/01/11,FAC,SO2,2,1
01/01/11,IZT,SO2,6,1
01/01/11,LLA,SO2,4,1
01/01/11,LPR,SO2,5,1
01/01/11,MER,SO2,3,1
01/01/11,PED,SO2,2,1
01/01/11,SAG,SO2,5,1
01/01/11,SUR,SO2,4,1
01/01/11,TLA,SO2,3,1
01/01/11,TLI,SO2,2,1
01/01/11,UIZ,SO2,4,1
01/01/11,VIF,SO2,3,1
01/01/11,XAL,SO2,5,1
02/01/11,ACO,SO2,4,1
02/01/11,ATI,SO2,10,1
02/01/11,FAC,SO2,9,1
02/01/11,IZT,SO2,8,1
02/01/11,LLA,SO2,15,1
02/01/11,LPR,SO2,10,1
02/01/11,MER,SO2,9,1
02/01/11,PED,SO2,6,1
02/01/11,SAG,SO2,12,1
02/01/11,SUR,SO2,5,1
02/01/11,TLA,SO2,13,1
02/01/11,TLI,SO2,12,1
02/01/11,UIZ,SO2,7,1
02/01/11,VIF,SO2,15,1
02/01/11,XAL,SO2,9,1
03/01/11,ACO,SO2,1,1
03/01/11,ATI,SO2,4,1
03/01/11,FAC,SO2,5,1
03/01/11,IZT,SO2,7,1
03/01/11,LLA,SO2,12,1
03/01/11,LPR,SO2,16,1
03/01/11,MER,SO2,11,1
03/01/11,PED,SO2,2,1
03/01/11,SAG,SO2,10,1
03/01/11,SUR,SO2,3,1
03/01/11,TLA,SO2,6,1
03/01/11,TLI,SO2,6,1
03/01/11,UIZ,SO2,6,1
03/01/11,VIF,SO2,13,1
03/01/11,XAL,SO2,17,1
04/01/11,ACO,SO2,1,1
04/01/11,ATI,SO2,12,1
04/01/11,FAC,SO2,7,1
04/01/11,IZT,SO2,8,1
04/01/11,LLA,SO2,4,1
04/01/11,LPR,SO2,6,1
04/01/11,MER,SO2,8,1
04/01/11,PED,SO2,6,1
04/01/11,SAG,SO2,5,1
04/01/11,SUR,SO2,6,1
04/01/11,TAH,SO2,4,1
04/01/11,TLA,SO2,15,1
04/01/11,TLI,SO2,9,1
04/01/11,VIF,SO2,2,1
04/01/11,XAL,SO2,7,1
05/01/11,ACO,SO2,1,1
05/01/11,ATI,SO2,9,1
05/01/11,FAC,SO2,9,1
05/01/11,IZT,SO2,6,1
05/01/11,LLA,SO2,6,1
05/01/11,LPR,SO2,6,1
05/01/11,MER,SO2,6,1
05/01/11,PED,SO2,6,1
05/01/11,SAG,SO2,5,1
05/01/11,SUR,SO2,5,1
05/01/11,TAH,SO2,2,1
05/01/11,TLA,SO2,6,1
05/01/11,TLI,SO2,3,1
05/01/11,UIZ,SO2,4,1
05/01/11,VIF,SO2,3,1
05/01/11,XAL,SO2,9,1
06/01/11,ACO,SO2,2,1
06/01/11,ATI,SO2,5,1
06/01/11,FAC,SO2,7,1
06/01/11,IZT,SO2,7,1
06/01/11,LLA,SO2,8,1
06/01/11,LPR,SO2,6,1
06/01/11,MER,SO2,6,1
06/01/11,PED,SO2,6,1
06/01/11,SAG,SO2,6,1
06/01/11,SUR,SO2,5,1
06/01/11,TAH,SO2,3,1
06/01/11,TLA,SO2,7,1
06/01/11,TLI,SO2,4,1
06/01/11,UIZ,SO2,7,1
06/01/11,VIF,SO2,10,1
06/01/11,XAL,SO2,11,1
07/01/11,ACO,SO2,1,1
07/01/11,ATI,SO2,2,1
07/01/11,FAC,SO2,3,1
07/01/11,IZT,SO2,7,1
07/01/11,LLA,SO2,4,1
07/01/11,LPR,SO2,6,1
07/01/11,MER,SO2,4,1
07/01/11,PED,SO2,2,1
07/01/11,SAG,SO2,4,1
07/01/11,SUR,SO2,3,1
07/01/11,TAH,SO2,1,1
07/01/11,TLA,SO2,5,1
07/01/11,TLI,SO2,4,1
07/01/11,UIZ,SO2,4,1
07/01/11,VIF,SO2,8,1
07/01/11,XAL,SO2,12,1
08/01/11,ACO,SO2,1,1
08/01/11,ATI,SO2,2,1
08/01/11,FAC,SO2,2,1
08/01/11,IZT,SO2,4,1
08/01/11,LLA,SO2,4,1
08/01/11,LPR,SO2,4,1
08/01/11,MER,SO2,4,1
08/01/11,PED,SO2,2,1
08/01/11,SAG,SO2,4,1
08/01/11,SUR,SO2,2,1
08/01/11,TAH,SO2,1,1
08/01/11,TLA,SO2,3,1
08/01/11,TLI,SO2,4,1
08/01/11,UIZ,SO2,4,1
08/01/11,VIF,SO2,8,1
08/01/11,XAL,SO2,7,1
09/01/11,ACO,SO2,0,1
09/01/11,ATI,SO2,0,1
09/01/11,FAC,SO2,1,1
09/01/11,IZT,SO2,3,1
09/01/11,LLA,SO2,2,1
09/01/11,LPR,SO2,3,1
09/01/11,MER,SO2,2,1
09/01/11,PED,SO2,2,1
09/01/11,SAG,SO2,3,1
09/01/11,SUR,SO2,1,1
